WardID,Ward Name,Neighbours,Area,Perimeter,Electorate,Constituency,Lng,Lat,OuterLength,NeighbourID,RealLengths,CleanLengths,InitialConstituency,Unionist,Nationalist
N08001126,KILCOOLEY,"SILVERSTREAM,RATHGAEL,CLANDEBOYE,HELEN'S BAY,RATHMORE",1140855,5039,"2,729",North Down,-5.69997711,54.64903887,0,"N08001112,N08001124,N08001126,N08001134,N08001135,N08001138","[1708.4655394017136, 376.09793549185747, 0.0, 694.5937583169111, 1510.9360213278544, 748.9067623051404]","1708.4655394017136, 376.09793549185747, 0.0, 694.5937583169111, 1510.9360213278544, 748.9067623051404",North Down,2460.573133,268
N08001128,KIRCUBBIN,"KILLINCHY,BALLYWALTER,STRANGFORD,CROSSGAR and KILLYLEAGH,DERRYBOY,PORTAFERRY,PORTAVOGIE",62761284,40488,"2,941",North Down,-5.53771224,54.4461569,0.07820069,"N08001013,N08001016,N08001038,N08001106,N08001127,N08001128,N08001132,N08001133,out","[0.0, 3652.567536809504, 0.0, 8163.030210441351, 2425.606127122969, 0.0, 9651.187669033008, 10134.606322730742, 6461.002109508771]","0.0, 3652.567536809504, 0.0, 8163.030210441351, 2425.606127122969, 0.0, 9651.187669033008, 10134.606322730742, 6461.002109508771",Strangford,2459.663978,481
N08001129,LOUGHRIES,"GLEN,CONWAY SQUARE,GREGSTOWN,CRONSTOWN,COMBER SOUTH,DONAGHADEE,CARROWDORE,MOVILLA,WEST WINDS,WARREN,BALLYGRAINEY",41064048,40326,"2,838",North Down,-5.61196363,54.6021402,0.096932393,"N08001103,N08001110,N08001114,N08001116,N08001117,N08001119,N08001120,N08001121,N08001129,N08001131,N08001139,N08001140,out","[4928.931967945237, 13144.09905898134, 0.0, 676.9515272262154, 2640.015465523457, 514.4453415954216, 1519.2727910386063, 834.3623134721512, 0.0, 2181.3081257795216, 3629.8585974831626, 2464.946698114699, 7791.808137046582]","4928.931967945237, 13144.09905898134, 0.0, 676.9515272262154, 2640.015465523457, 514.4453415954216, 1519.2727910386063, 834.3623134721512, 0.0, 2181.3081257795216, 3629.8585974831626, 2464.946698114699, 7791.808137046582",Strangford,2448.638257,389
N08001132,PORTAFERRY,"STRANGFORD,KIRCUBBIN",42384668,47044,"2,570",North Down,-5.51298252,54.38155255,0.370192302,"N08001038,N08001128,N08001132,out","[8025.148376757359, 9359.059093829199, 0.0, 29659.792513555196]","8025.148376757359, 9359.059093829199, 0.0, 29659.792513555196",Strangford,2125.166312,445
N08001133,PORTAVOGIE,"BALLYWALTER,KIRCUBBIN",18358627,25916,"2,612",North Down,-5.46958679,54.47378785,0.147142406,"N08001106,N08001128,N08001133,out","[4119.034436306676, 9909.714824454035, 0.0, 11887.250742642818]","4119.034436306676, 9909.714824454035, 0.0, 11887.250742642818",Strangford,2171.790576,440
N08001134,RATHGAEL,"SILVERSTREAM,BRYANSBURN,CASTLE,HARBOUR,BALLYGRAINEY,CLANDEBOYE,KILCOOLEY",1157443,5213,"2,490",North Down,-5.68181753,54.64710913,0,"N08001103,N08001109,N08001111,N08001112,N08001123,N08001126,N08001134,N08001138","[462.6469533325928, 305.99958798107474, 948.8974130732826, 1536.3405459426056, 118.58195077551552, 770.0578611239125, 0.0, 1070.4756497791807]","462.6469533325928, 305.99958798107474, 948.8974130732826, 1536.3405459426056, 118.58195077551552, 770.0578611239125, 0.0, 1070.4756497791807",North Down,2234.32447,256
N08001135,RATHMORE,"SILVERSTREAM,HELEN'S BAY,KILCOOLEY",1279835,4938,"2,907",North Down,-5.70681201,54.65658931,0,"N08001124,N08001126,N08001135,N08001138","[2688.1265082729205, 1505.2945806135015, 0.0, 744.5788951146573]","2688.1265082729205, 1505.2945806135015, 0.0, 744.5788951146573",North Down,2638.407719,269
N08001137,SILVERBIRCH,"BALLYCROCHAN,BLOOMFIELD,BROADWAY,BALLYMAGEE",824702,4623,"2,883",North Down,-5.63848353,54.6494137,0,"N08001101,N08001105,N08001107,N08001108,N08001137","[1188.925770763332, 1557.3255208582827, 1146.3631723235144, 730.3855690121801, 0.0]","1188.925770763332, 1557.3255208582827, 1146.3631723235144, 730.3855690121801, 0.0",North Down,2615.860046,267
N08001138,SILVERSTREAM,"BRYANSBURN,RATHGAEL,HELEN'S BAY,RATHMORE,KILCOOLEY",745872,4633,"2,602",North Down,-5.68899646,54.65472517,0,"N08001109,N08001124,N08001126,N08001134,N08001135,N08001138","[1572.0372788193272, 344.89130173236333, 826.2430448746304, 1065.2814757121846, 824.5469009204966, 0.0]","1572.0372788193272, 344.89130173236333, 826.2430448746304, 1065.2814757121846, 824.5469009204966, 0.0",North Down,2386.23009,216
N08001139,WARREN,"DONAGHADEE,LOUGHRIES,BALLYCROCHAN,GROOMSPORT,BALLYGRAINEY,BALLYMAGEE",19341294,49563,"2,962",North Down,-5.57457454,54.64663677,0.435764904,"N08001101,N08001103,N08001105,N08001119,N08001122,N08001129,N08001139,out","[437.539917292761, 314.1197570341577, 875.3461942952409, 4724.334387995781, 5151.27006054139, 3573.7116168447146, 0.0, 34486.67809596389]","437.539917292761, 314.1197570341577, 875.3461942952409, 4724.334387995781, 5151.27006054139, 3573.7116168447146, 0.0, 34486.67809596389",North Down,2606.632335,355
out,Outer Border,none,0,0,0,Outside,,,0,none,0,0,out,0,0
N08000102,ALDERGROVE,"GREYSTONE,ANTRIM CENTRE,FOUNTAIN HILL,CLADY,TEMPLEPATRICK,GLENAVY,CRANFIELD,RANDALSTOWN,CRUMLIN,AGHAGALLON,ARDBOE,TOOME",156082938,66374,"2,552",South Antrim,-6.29044729,54.64329458,0,"N08000102,N08000103,N08000115,N08000116,N08000119,N08000122,N08000130,N08000137,N08000138,N08000201,N08000901,N08000113,N08000718","[0.0, 4901.116265857624, 11370.671264045972, 8033.1335574959685, 2610.560528430892, 747.9617062258603, 0.0, 6332.138082805218, 0.0, 10352.982974782, 6525.224382009792, 11845.280015365028, 3623.615108769366]","0.0, 4901.116265857624, 11370.671264045972, 8033.1335574959685, 2610.560528430892, 747.9617062258603, 0.0, 6332.138082805218, 0.0, 10352.982974782, 6525.224382009792, 11845.280015365028, 3623.615108769366",South Antrim,1894.486349,658
N08000103,ANTRIM CENTRE,"STEEPLE,SPRINGFARM,FOUNTAIN HILL,CRANFIELD,RANDALSTOWN,SHILVODAN,ALDERGROVE",10618621,17136,"2,680",South Antrim,-6.23803433,54.7151418,0,"N08000102,N08000103,N08000115,N08000119,N08000130,N08000133,N08000134,N08000135","[5016.941182459695, 0.0, 0.0, 2103.6717065752855, 3070.4225342911504, 3446.0893025120326, 2148.1680072897702, 1350.707246558281]","5016.941182459695, 0.0, 0.0, 2103.6717065752855, 3070.4225342911504, 3446.0893025120326, 2148.1680072897702, 1350.707246558281",South Antrim,1956.180464,724
N08000116,CRUMLIN,"CLADY,GLENAVY,ALDERGROVE",13030022,18592,"2,469",South Antrim,-6.24633915,54.60755694,0,"N08000102,N08000116,N08000113,N08000718","[7986.753900850012, 0.0, 2889.212605148622, 7706.042886927381]","7986.753900850012, 0.0, 2889.212605148622, 7706.042886927381",South Antrim,1823.790548,645
N08000119,FOUNTAIN HILL,"STEEPLE,STILES,GREYSTONE,ANTRIM CENTRE,ALDERGROVE",1752869,7715,"2,166",South Antrim,-6.20333889,54.70791524,0,"N08000102,N08000103,N08000119,N08000122,N08000135,N08000136","[2572.5233883222813, 2025.160864529425, 0.0, 1620.158299025921, 592.34224297176, 904.8152241398486]","2572.5233883222813, 2025.160864529425, 0.0, 1620.158299025921, 592.34224297176, 904.8152241398486",South Antrim,1587.030491,579
N08000122,GREYSTONE,"STILES,FOUNTAIN HILL,TEMPLEPATRICK,ALDERGROVE",919144,4818,"1,970",South Antrim,-6.18643856,54.70826485,0,"N08000102,N08000119,N08000122,N08000136,N08000137","[762.3092026164693, 1675.6514398904844, 0.0, 1668.3857885113, 711.6536058473614]","762.3092026164693, 1675.6514398904844, 0.0, 1668.3857885113, 711.6536058473614",South Antrim,1451.03988,519
N08000125,MALLUSK,"COLLINBRIDGE,HIGHTOWN,LEGONIEL,BALLYHENRY,BURNTHILL,MOSSLEY,BALLYROBERT,CLADY,TEMPLEPATRICK",17030589,18860,"3,308",South Antrim,-6.00505354,54.68221987,0,"N08000107,N08000109,N08000110,N08000114,N08000125,N08000127,N08000137,N08000336,N08000123,N08000113","[1694.8748374038225, 2225.5855846009795, 401.3503839279735, 531.6593365090152, 0.0, 3298.2800867950896, 5255.403230679785, 7.564496518378473, 1628.6935740389715, 3817.759192600307]","1694.8748374038225, 2225.5855846009795, 401.3503839279735, 531.6593365090152, 0.0, 3298.2800867950896, 5255.403230679785, 7.564496518378473, 1628.6935740389715, 3817.759192600307",South Antrim,2424.245792,884
N08000134,SPRINGFARM,"STEEPLE,STILES,ANTRIM CENTRE,SHILVODAN",4652573,9720,"3,192",South Antrim,-6.20813597,54.73333041,0,"N08000103,N08000133,N08000134,N08000135,N08000136","[2101.713578726741, 4585.891208349433, 0.0, 924.0808622704881, 2108.3143469157962]","2101.713578726741, 4585.891208349433, 0.0, 924.0808622704881, 2108.3143469157962",South Antrim,2340.083268,852
N08000135,STEEPLE,"STILES,ANTRIM CENTRE,SPRINGFARM,FOUNTAIN HILL",999222,4482,"2,214",South Antrim,-6.20487789,54.719668,0,"N08000103,N08000119,N08000134,N08000135,N08000136","[1367.2527913038273, 622.8432096289318, 956.0756977690442, 0.0, 1535.8283087693078]","1367.2527913038273, 622.8432096289318, 956.0756977690442, 0.0, 1535.8283087693078",South Antrim,1613.641973,600
N08000136,STILES,"STEEPLE,GREYSTONE,SPRINGFARM,FOUNTAIN HILL,TEMPLEPATRICK,PARKGATE,SHILVODAN",4553460,10682,"2,424",South Antrim,-6.18098056,54.72122131,0,"N08000119,N08000122,N08000129,N08000133,N08000134,N08000135,N08000136,N08000137","[919.909208336618, 1640.0433003388127, 2984.755909086219, 958.5592543379568, 2109.0977361232362, 1484.9837687732404, 0.0, 584.6507943284649]","919.909208336618, 1640.0433003388127, 2984.755909086219, 958.5592543379568, 2109.0977361232362, 1484.9837687732404, 0.0, 584.6507943284649",South Antrim,1720.885412,703
N08000137,TEMPLEPATRICK,"MALLUSK,BALLYROBERT,DOAGH,STILES,GREYSTONE,CLADY,PARKGATE,ALDERGROVE",36099851,35814,"2,435",South Antrim,-6.08825635,54.69457729,0.001068973,"N08000102,N08000109,N08000117,N08000122,N08000125,N08000129,N08000136,N08000137,N08000113,out","[6258.633164002808, 4381.981190768217, 184.4059951763933, 690.1539461135291, 5112.762067602322, 10258.381073500144, 576.786428066722, 0.0, 8267.620789872104, 83.27536984371613]","6258.633164002808, 4381.981190768217, 184.4059951763933, 690.1539461135291, 5112.762067602322, 10258.381073500144, 576.786428066722, 0.0, 8267.620789872104, 83.27536984371613",South Antrim,1758.498137,677
N08000720,HARMONY HILL,"MAGHERALAVE,HILDEN,LAMBEG,WALLACE PARK,DERRYAGHY",901474,5877,"2,274",South Antrim,-6.03451174,54.52428025,0.003200084,"N08000720,N08000721,N08000728,N08000731,N08000739,N08000712,out","[0.0, 1394.1241640376497, 535.6072710850576, 1825.5124430214646, 1693.9073403686637, 143.71317194374387, 284.13559340694275]","0.0, 1394.1241640376497, 535.6072710850576, 1825.5124430214646, 1693.9073403686637, 143.71317194374387, 284.13559340694275",South Antrim,1883.138222,391
N08000721,HILDEN,"HARMONY HILL,LAMBEG,HILLHALL,WALLACE PARK,LISNAGARVEY,LAGAN VALLEY,BLARIS",1503115,8422,"2,562",South Antrim,-6.03482732,54.51508541,0,"N08000720,N08000721,N08000722,N08000727,N08000728,N08000729,N08000739,N08000707","[1308.9593786944229, 0.0, 1880.7005946477266, 1152.3995551401304, 1606.4439685443165, 163.0112189542224, 1659.0114658993666, 575.9879695976454]","1308.9593786944229, 0.0, 1880.7005946477266, 1152.3995551401304, 1606.4439685443165, 163.0112189542224, 1659.0114658993666, 575.9879695976454",South Antrim,2145.687637,416
N08000722,HILLHALL,"DRUMBO,HILDEN,LAMBEG,RAVERNET,BLARIS",7572391,14792,"2,639",South Antrim,-6.0040191,54.5094622,0,"N08000721,N08000722,N08000728,N08000737,N08000707,N08000714","[1830.6756409929767, 0.0, 2237.958686911874, 2711.580965968899, 2461.875529151248, 5549.909138802379]","1830.6756409929767, 0.0, 2237.958686911874, 2711.580965968899, 2461.875529151248, 5549.909138802379",West Down,2161.82354,477
N08000725,KNOCKMORE,"MAGHABERRY,LISNAGARVEY,OLD WARREN,BALLYMACASH,BALLYMACOSS,MAZE,BLARIS",4225247,12992,"2,638",South Antrim,-6.09168532,54.50977294,0,"N08000725,N08000729,N08000730,N08000732,N08000736,N08000703,N08000705,N08000707","[0.0, 876.2148280799528, 3037.5530867707375, 2022.5809714073675, 1886.912773545376, 371.24866490117626, 2364.468036667686, 2436.9560807795992]","0.0, 876.2148280799528, 3037.5530867707375, 2022.5809714073675, 1886.912773545376, 371.24866490117626, 2364.468036667686, 2436.9560807795992",South Antrim,2210.73743,427
N08000726,LAGAN,"HILLSBOROUGH,MAGHABERRY,BALLINDERRY,MAGHERALIN,MOIRA,MAZE,QUILLY,DONAGHCLONEY,AGHAGALLON",44627654,44225,"2,351",South Antrim,-6.184175,54.47080454,0,"N08000201,N08000215,N08000227,N08000233,N08000723,N08000726,N08000730,N08000732,N08000733,N08000701","[2081.8309775466764, 2242.732212512365, 3916.3338974231297, 8749.233301288461, 1715.6524877418797, 0.0, 7119.4780024854035, 6333.835942263814, 6797.189722672732, 5268.713423314819]","2081.8309775466764, 2242.732212512365, 3916.3338974231297, 8749.233301288461, 1715.6524877418797, 0.0, 7119.4780024854035, 6333.835942263814, 6797.189722672732, 5268.713423314819",West Down,1946.74458,404
N08000727,LAGAN VALLEY,"HILDEN,LISNAGARVEY,OLD WARREN,BLARIS",1035860,5278,"2,156",South Antrim,-6.0526166,54.50359746,0,"N08000721,N08000727,N08000729,N08000736,N08000707","[1124.4383131821205, 0.0, 470.1351644232507, 1144.0134540391607, 2539.413043717904]","1124.4383131821205, 0.0, 470.1351644232507, 1144.0134540391607, 2539.413043717904",South Antrim,1771.103514,385
N08000729,LISNAGARVEY,"HILDEN,WALLACE PARK,KNOCKMORE,LAGAN VALLEY,OLD WARREN,BALLYMACASH",747859,4897,"2,290",South Antrim,-6.06031223,54.51573089,0.003659523,"N08000721,N08000725,N08000727,N08000729,N08000736,N08000739,N08000703,out","[158.01795133019536, 931.4191439668953, 467.0669259761558, 0.0, 663.6044051565486, 1338.3430669540767, 1042.8137579005845, 295.734735751192]","158.01795133019536, 931.4191439668953, 467.0669259761558, 0.0, 663.6044051565486, 1338.3430669540767, 1042.8137579005845, 295.734735751192",South Antrim,1859.596881,430
N08000730,MAGHABERRY,"KNOCKMORE,WHITE MOUNTAIN,BALLINDERRY,BALLYMACOSS,MAZE,LAGAN,STONYFORD",21391759,31217,"2,729",South Antrim,-6.14822806,54.51626882,0,"N08000725,N08000726,N08000730,N08000732,N08000738,N08000740,N08000701,N08000705","[3223.4162808414494, 7261.49639160217, 0.0, 3232.9928127000894, 11226.290132576092, 566.1392791965152, 5081.672327924509, 615.335116673563]","3223.4162808414494, 7261.49639160217, 0.0, 3232.9928127000894, 11226.290132576092, 566.1392791965152, 5081.672327924509, 615.335116673563",South Antrim,2294.100165,435
N08000731,MAGHERALAVE,"HARMONY HILL,WALLACE PARK,DERRYAGHY,WHITE MOUNTAIN",1692706,6822,"2,334",South Antrim,-6.04450238,54.53409545,0.020444574,"N08000720,N08000731,N08000739,N08000740,N08000712,out","[1719.0914060140367, 0.0, 228.6919067499877, 748.0518268846661, 2416.714693047192, 1709.4501888144007]","1719.0914060140367, 0.0, 228.6919067499877, 748.0518268846661, 2416.714693047192, 1709.4501888144007",South Antrim,1939.980876,394
N08000732,MAZE,"HILLSBOROUGH,MAGHABERRY,KNOCKMORE,RAVERNET,LAGAN,BLARIS",17513726,21492,"2,230",South Antrim,-6.11345549,54.47741115,0,"N08000723,N08000725,N08000726,N08000730,N08000732,N08000737,N08000707","[4260.817904722079, 2246.3844348615526, 6761.303476816113, 3383.688574838855, 0.0, 1074.0050627550947, 3744.4472970570964]","4260.817904722079, 2246.3844348615526, 6761.303476816113, 3383.688574838855, 0.0, 1074.0050627550947, 3744.4472970570964",West Down,1877.014949,353
N08000733,MOIRA,"MAGHERALIN,LAGAN,AGHAGALLON",3948844,11180,"2,564",South Antrim,-6.23655275,54.48070679,0,"N08000201,N08000227,N08000726,N08000733","[2610.8256162684806, 1933.5605539643807, 6635.6138228318905, 0.0]","2610.8256162684806, 1933.5605539643807, 6635.6138228318905, 0.0",West Down,2156.150497,408
N08000736,OLD WARREN,"KNOCKMORE,LISNAGARVEY,LAGAN VALLEY,BLARIS",992325,4643,"2,517",South Antrim,-6.06544617,54.50730298,0,"N08000725,N08000727,N08000729,N08000736,N08000707","[1976.3588576220009, 1119.8682435254618, 653.8658847428446, 0.0, 891.1553159633213]","1976.3588576220009, 1119.8682435254618, 653.8658847428446, 0.0, 891.1553159633213",South Antrim,2098.322827,419
N08000738,STONYFORD,"POLEGLASS,COLLIN GLEN,LAGMORE,MAGHABERRY,WHITE MOUNTAIN,BALLINDERRY,CLADY,GLENAVY",62629847,58174,"2,127",South Antrim,-6.11419118,54.57954971,0,"N08000319,N08000335,N08000730,N08000738,N08000740,N08000113,N08000343,N08000701,N08000718","[2322.8972144265913, 552.1429499698249, 11104.336060882597, 0.0, 10683.256378301094, 13843.992937225312, 3044.006822459875, 6082.310211066275, 10529.05521399551]","2322.8972144265913, 552.1429499698249, 11104.336060882597, 0.0, 10683.256378301094, 13843.992937225312, 3044.006822459875, 6082.310211066275, 10529.05521399551",South Antrim,1594.10363,533
N08000739,WALLACE PARK,"MAGHERALAVE,HARMONY HILL,HILDEN,LISNAGARVEY,BALLYMACASH,WHITE MOUNTAIN",1925669,6964,"2,551",South Antrim,-6.04812458,54.52010087,0.010954357,"N08000720,N08000721,N08000729,N08000731,N08000739,N08000703,N08000740,out","[1596.7888789700412, 1665.6452952327054, 1386.1545548327956, 228.9256590053744, 0.0, 571.0796391482545, 598.5334356844218, 916.8725428744435]","1596.7888789700412, 1665.6452952327054, 1386.1545548327956, 228.9256590053744, 0.0, 571.0796391482545, 598.5334356844218, 916.8725428744435",South Antrim,2168.922239,382
N08000703,BALLYMACASH,"WALLACE PARK,KNOCKMORE,LISNAGARVEY,WHITE MOUNTAIN,BALLYMACOSS",913564,4638,"2,308",South Antrim,-6.06626193,54.52415744,0.001101289,"N08000725,N08000729,N08000739,N08000703,N08000740,N08000705,out","[422.52539020462456, 1116.5035329317839, 590.3449098637278, 0.0, 1652.0415320985576, 761.2978963251733, 95.28676712005623]","422.52539020462456, 1116.5035329317839, 590.3449098637278, 0.0, 1652.0415320985576, 761.2978963251733, 95.28676712005623",South Antrim,1915.867058,392
N08000740,WHITE MOUNTAIN,"MAGHERALAVE,LAGMORE,WALLACE PARK,DERRYAGHY,MAGHABERRY,BALLYMACASH,BALLYMACOSS,STONYFORD",13502421,19275,"3,516",South Antrim,-6.07954752,54.54603818,0.025228983,"N08000335,N08000730,N08000731,N08000738,N08000739,N08000703,N08000740,N08000705,N08000712,out","[498.14754433191996, 556.3860480741116, 709.3197671728763, 10614.517549650793, 566.9635168220061, 1513.8348958150289, 0.0, 2081.3212407415213, 734.2400349322888, 2000.269403590361]","498.14754433191996, 556.3860480741116, 709.3197671728763, 10614.517549650793, 566.9635168220061, 1513.8348958150289, 0.0, 2081.3212407415213, 734.2400349322888, 2000.269403590361",South Antrim,2947.643848,568
N08000113,CLADY,"FORTH RIVER,LEGONIEL,COLLIN GLEN,MALLUSK,STONYFORD,TEMPLEPATRICK,GLENAVY,CRUMLIN,ALDERGROVE",71415821,53268,"2,505",South Antrim,-6.1036218,54.6398845,0.016058447,"N08000102,N08000116,N08000125,N08000137,N08000319,N08000327,N08000336,N08000738,N08000113,N08000718,out","[11701.952950154478, 2870.8281885800416, 3712.290602725327, 8263.507857164366, 2237.091642918166, 1.4626475570567603, 4596.3992670133775, 13508.36565388887, 0.0, 5125.735267672538, 1250.3659040786056]","11701.952950154478, 2870.8281885800416, 3712.290602725327, 8263.507857164366, 2237.091642918166, 1.4626475570567603, 4596.3992670133775, 13508.36565388887, 0.0, 5125.735267672538, 1250.3659040786056",South Antrim,1859.286237,646
N08000701,BALLINDERRY,"MAGHABERRY,LAGAN,STONYFORD,GLENAVY,AGHAGALLON",34380370,33430,"2,709",South Antrim,-6.22745063,54.53743643,0,"N08000201,N08000726,N08000730,N08000738,N08000701,N08000718","[7651.14876923967, 5286.39915442977, 4999.010618551343, 6049.084245460389, 0.0, 9444.357182616086]","7651.14876923967, 5286.39915442977, 4999.010618551343, 6049.084245460389, 0.0, 9444.357182616086",South Antrim,2281.91297,427
N08000705,BALLYMACOSS,"MAGHABERRY,KNOCKMORE,BALLYMACASH,WHITE MOUNTAIN",1507716,5762,"3,131",South Antrim,-6.08461015,54.52065177,0,"N08000725,N08000730,N08000703,N08000740,N08000705","[2425.0670320451936, 594.7158077235013, 686.0519747945418, 2046.8402786966217, 0.0]","2425.0670320451936, 594.7158077235013, 686.0519747945418, 2046.8402786966217, 0.0",South Antrim,2642.222122,489
N08000707,BLARIS,"HILDEN,HILLHALL,KNOCKMORE,LAGAN VALLEY,OLD WARREN,RAVERNET,MAZE",9604284,17643,"2,264",South Antrim,-6.05890107,54.49465785,0,"N08000721,N08000722,N08000725,N08000727,N08000732,N08000736,N08000737,N08000707","[551.7756813070032, 2422.83307421211, 2560.0147935699706, 2493.1587690357455, 3541.6393209670578, 893.7873315872938, 5147.997046006115, 0.0]","551.7756813070032, 2422.83307421211, 2560.0147935699706, 2493.1587690357455, 3541.6393209670578, 893.7873315872938, 5147.997046006115, 0.0",West Down,1898.8576,365
N08000718,GLENAVY,"BALLINDERRY,STONYFORD,CLADY,CRUMLIN,ALDERGROVE,AGHAGALLON",32308375,37759,"2,411",South Antrim,-6.22578563,54.58006984,0,"N08000102,N08000116,N08000201,N08000738,N08000113,N08000701,N08000718","[3525.434675877247, 7540.787747514963, 2438.240675360798, 10117.854647762199, 5047.9351415838555, 9125.367634441058, 0.0]","3525.434675877247, 7540.787747514963, 2438.240675360798, 10117.854647762199, 5047.9351415838555, 9125.367634441058, 0.0",South Antrim,1771.584754,639
N08000225,LOUGHBRICKLAND,"GRANSHA,MAYOBRIDGE,BANBRIDGE EAST,HILLTOWN,RATHFRILAND,GILFORD,BANBRIDGE WEST,BANBRIDGE SOUTH,MARKETHILL,WHITECROSS",88820766,65766,"3,813",South Down,-6.28152096,54.29673201,0,"N08000203,N08000205,N08000206,N08000217,N08000218,N08000225,N08000229,N08000234,N08001024,N08001030,N08001041","[15792.048652375759, 1766.0424321127189, 1907.3793654697279, 6269.9246946389285, 4947.559906810837, 0.0, 10620.840425623875, 6520.2191366809675, 4446.165535187301, 10765.320854658463, 2730.4990335484317]","15792.048652375759, 1766.0424321127189, 1907.3793654697279, 6269.9246946389285, 4947.559906810837, 0.0, 10620.840425623875, 6520.2191366809675, 4446.165535187301, 10765.320854658463, 2730.4990335484317",South Down,1273.068005,"2,540"
N08000234,RATHFRILAND,"BALLYWARD,TOLLYMORE,GRANSHA,LOUGHBRICKLAND,HILLTOWN",56236552,47744,"3,375",South Down,-6.13151775,54.26649872,0,"N08000218,N08000225,N08000234,N08001006,N08001024,N08001039","[8478.701844552163, 6439.773720746946, 0.0, 10081.460096395183, 8510.915426645059, 14233.148914789504]","8478.701844552163, 6439.773720746946, 0.0, 10081.460096395183, 8510.915426645059, 14233.148914789504",South Down,739.7648696,"2,635"
N08001002,ANNALONG,"BINNIAN,DONARD",45167567,34108,"2,975",South Down,-5.91910569,54.14027522,0.172164755,"N08001002,N08001008,N08001018,out","[0.0, 14310.171065807435, 5047.225787173289, 14750.603136553098]","0.0, 14310.171065807435, 5047.225787173289, 14750.603136553098",South Down,626.237123,"2,349"
N08001004,BALLYDUGAN,"LECALE,CATHEDRAL,QUOILE,DUNDRUM,DRUMANESS,BALLYWARD",83870507,64400,"2,628",South Down,-5.80270452,54.30897535,0.092901132,"N08001004,N08001006,N08001012,N08001020,N08001021,N08001028,N08001034,out","[0.0, 4052.215731865417, 6862.713755910136, 14766.590971917733, 16995.089896142097, 8165.193428615425, 5852.749766039631, 7705.446442884661]","0.0, 4052.215731865417, 6862.713755910136, 14766.590971917733, 16995.089896142097, 8165.193428615425, 5852.749766039631, 7705.446442884661",South Down,679.1287576,"1,949"
N08001006,BALLYWARD,"KILMORE,DUNDRUM,DRUMANESS,BALLYDUGAN,CASTLEWELLAN,BALLYNAHINCH,TOLLYMORE,DROMARA,GRANSHA,RATHFRILAND",121445560,75497,"2,998",South Down,-5.98471151,54.32713529,0,"N08000218,N08000234,N08001004,N08001005,N08001006,N08001011,N08001020,N08001021,N08001026,N08001039,N08000713","[13057.267920289765, 10287.704492972773, 4010.784129318457, 926.0637163083372, 0.0, 16998.713195006425, 6826.8437281987335, 5951.813471370395, 3805.5274284828183, 3091.9785857213333, 10545.986201874268]","13057.267920289765, 10287.704492972773, 4010.784129318457, 926.0637163083372, 0.0, 16998.713195006425, 6826.8437281987335, 5951.813471370395, 3805.5274284828183, 3091.9785857213333, 10545.986201874268",South Down,762.3855572,"2,236"
N08001008,BINNIAN,"KILKEEL,ANNALONG,DONARD,TOLLYMORE,LISNACREE",60770391,45837,"2,996",South Down,-5.98497917,54.13110139,0.069574481,"N08001002,N08001008,N08001018,N08001025,N08001029,N08001039,out","[14565.727621144308, 0.0, 920.2685156562728, 3049.1983883782277, 10988.702216151318, 10245.699967322584, 6067.403275512506]","14565.727621144308, 0.0, 920.2685156562728, 3049.1983883782277, 10988.702216151318, 10245.699967322584, 6067.403275512506",South Down,699.8153935,"2,296"
N08001009,BURREN,"DERRYLECKAGH,HILLTOWN,ROSTREVOR,WARRENPOINT,FATHOM",23640428,30113,"2,884",South Down,-6.24859852,54.13080862,0.016370405,"N08001009,N08001022,N08001017,N08001024,N08001035,N08001040,out","[0.0, 2323.2655108066124, 11028.535529642453, 3142.6665230839467, 8473.279374337932, 3801.923211895704, 1343.329832759071]","0.0, 2323.2655108066124, 11028.535529642453, 3142.6665230839467, 8473.279374337932, 3801.923211895704, 1343.329832759071",South Down,636.093096,"2,248"
N08001011,CASTLEWELLAN,"DUNDRUM,BALLYWARD,TOLLYMORE",24818263,29926,"2,827",South Down,-5.96176496,54.27258175,0.027754031,"N08001006,N08001011,N08001021,N08001039,out","[17009.036465578716, 0.0, 2127.747182388352, 8509.382179374128, 2279.834207482334]","17009.036465578716, 0.0, 2127.747182388352, 8509.382179374128, 2279.834207482334",South Down,633.2107701,"2,194"
N08001012,CATHEDRAL,"LECALE,QUOILE,KNOCKNASHINNA,BALLYDUGAN",6225384,14653,"2,771",South Down,-5.72431065,54.31694917,0,"N08001004,N08001012,N08001028,N08001034,N08001027","[7094.31754416007, 0.0, 2293.827543674012, 2815.4692278335283, 2452.6486700063488]","7094.31754416007, 0.0, 2293.827543674012, 2815.4692278335283, 2452.6486700063488",South Down,622.7512844,"2,148"
N08001013,CROSSGAR and KILLYLEAGH,"QUOILE,STRANGFORD,DERRYBOY,KIRCUBBIN,KILMORE",22192623,33673,"2,952",South Down,-5.68131855,54.39410399,0,"N08001013,N08001016,N08001026,N08001034,N08001038,N08001128","[0.0, 15281.78181504336, 1696.2918829807822, 9185.375921673753, 7509.550362933904, 0.0]","0.0, 15281.78181504336, 1696.2918829807822, 9185.375921673753, 7509.550362933904, 0.0",Strangford,1760.182584,"1,192"
