WardID,Ward Name,Neighbours,Area,Perimeter,Electorate,Constituency,Lng,Lat,OuterLength,NeighbourID,RealLengths,CleanLengths,InitialConstituency,Unionist,Nationalist
N08000908,CALEDON,"KILLYMAN,BALLYSAGGART,NAVAN,BLACKWATERTOWN,MOY,MOYGASHEL,AUGHNACLOY,CASTLECAULFIELD",93755740,64684,"2,542",Fermanagh and South Tyrone,-6.83195881,54.41130074,0.113207752,"N08000207,N08000231,N08000903,N08000906,N08000908,N08000909,N08000922,N08000928,N08000929,out","[13490.835756658802, 3690.3939945093907, 17405.00263107867, 2338.7969144981193, 0.0, 4075.241473939802, 164.08394474195893, 8838.376001907542, 5207.231645254044, 9474.037670716618]","13490.835756658802, 3690.3939945093907, 17405.00263107867, 2338.7969144981193, 0.0, 4075.241473939802, 164.08394474195893, 8838.376001907542, 5207.231645254044, 9474.037670716618",Upper Bann and Blackwater,1179.662549,"1,362"
N08000909,CASTLECAULFIELD,"BALLYSAGGART,CALEDON,BALLYGAWLEY,AUGHNACLOY,MULLAGHMORE,DONAGHMORE",41698161,39003,"2,385",Fermanagh and South Tyrone,-6.85528189,54.50685849,0,"N08000903,N08000904,N08000906,N08000908,N08000909,N08000918,N08000930","[8710.102704288307, 11653.480991168439, 1729.8323578368747, 3927.905009417736, 0.0, 10605.50331935837, 2405.6939535109273]","8710.102704288307, 11653.480991168439, 1729.8323578368747, 3927.905009417736, 0.0, 10605.50331935837, 2405.6939535109273",Fermanagh and South Tyrone,1037.849845,"1,347"
N08000920,FIVEMILETOWN,"TEMPO,BROOKEBOROUGH,FINTONA,NEWTOWNSAVILLE,AUGHER and CLOGHER",148735598,75309,"2,143",Fermanagh and South Tyrone,-7.23504913,54.39538142,0.11847238,"N08000902,N08000920,N08000631,N08000620,N08000638,N08000606,out","[20143.886660984695, 0.0, 7504.173685333368, 10942.367524214917, 5653.490304641024, 21526.347619861263, 9538.734245190199]","20143.886660984695, 0.0, 7504.173685333368, 10942.367524214917, 5653.490304641024, 21526.347619861263, 9538.734245190199",Fermanagh and South Tyrone,1035.154269,"1,108"
N08000922,KILLYMAN,"LOUGHGALL,THE BIRCHES,COALISLAND SOUTH,WASHING BAY,COALISLAND NORTH,CALEDON,BLACKWATERTOWN,KILLYMEAL,MOY,MOYGASHEL",32318823,33367,"2,247",Fermanagh and South Tyrone,-6.68464725,54.49751811,0,"N08000207,N08000226,N08000239,N08000908,N08000913,N08000922,N08000923,N08000928,N08000929,N08000940,N08000912","[390.7484406467143, 3076.3884127035267, 1342.964318140705, 158.72499531212824, 3518.063686647681, 0.0, 6804.371217336853, 8126.0449586144405, 3125.195550344273, 6189.742637075909, 658.1760672931969]","390.7484406467143, 3076.3884127035267, 1342.964318140705, 158.72499531212824, 3518.063686647681, 0.0, 6804.371217336853, 8126.0449586144405, 3125.195550344273, 6189.742637075909, 658.1760672931969",Upper Bann and Blackwater,1021.618239,"1,225"
N08000923,KILLYMEAL,"KILLYMAN,COALISLAND NORTH,BALLYSAGGART,MOYGASHEL,MULLAGHMORE",9933514,18518,"2,586",Fermanagh and South Tyrone,-6.73418015,54.51026883,0.001007613,"N08000906,N08000922,N08000923,N08000929,N08000930,N08000912,out","[650.4978732429104, 6859.337917286459, 0.0, 4376.892089884053, 4114.213395048665, 2434.8295417181134, 82.22919712233488]","650.4978732429104, 6859.337917286459, 0.0, 4376.892089884053, 4114.213395048665, 2434.8295417181134, 82.22919712233488",Upper Bann and Blackwater,1153.051307,"1,433"
N08000928,MOY,"KILLYMAN,CALEDON,BLACKWATERTOWN",33810976,31952,"2,288",Fermanagh and South Tyrone,-6.72338081,54.44075201,0,"N08000207,N08000908,N08000922,N08000928","[15192.807036117163, 8592.492055366816, 8166.700937698386, 0.0]","15192.807036117163, 8592.492055366816, 8166.700937698386, 0.0",Upper Bann and Blackwater,1052.284482,"1,236"
N08000929,MOYGASHEL,"KILLYMAN,BALLYSAGGART,CALEDON,KILLYMEAL",5617926,14801,"2,281",Fermanagh and South Tyrone,-6.75469687,54.48498856,0,"N08000906,N08000908,N08000922,N08000923,N08000929","[2340.740153043346, 5019.4724410757, 3114.2189211237264, 4326.568475782436, 0.0]","2340.740153043346, 5019.4724410757, 3114.2189211237264, 4326.568475782436, 0.0",Upper Bann and Blackwater,1066.364157,"1,215"
N08000930,MULLAGHMORE,"COALISLAND NORTH,BALLYSAGGART,KILLYMEAL,CASTLECAULFIELD,DONAGHMORE",8440669,15065,"2,427",Fermanagh and South Tyrone,-6.7701035,54.5221594,0,"N08000906,N08000909,N08000918,N08000923,N08000930,N08000912","[2094.9568991230385, 2413.1268835594474, 5862.978726173904, 4079.066541723433, 0.0, 586.11443321258]","2094.9568991230385, 2413.1268835594474, 5862.978726173904, 4079.066541723433, 0.0, 586.11443321258",North Tyrone,1080.717569,"1,346"
N08000603,BELLEEK and BOA,"BELCOO and GARRISON,DERRYGONNELLY,EDERNEY and KESH,DRUMQUIN,GLENDERG",195890677,115238,"2,277",Fermanagh and South Tyrone,-7.82434958,54.53365468,0.617186145,"N08000603,N08000616,N08000617,N08000522,N08000602,N08000611,out","[0.0, 20432.450592467212, 22990.58604495151, 1167.7904302790969, 20394.339199656617, 3997.0946172803074, 46255.739087358]","0.0, 20432.450592467212, 22990.58604495151, 1167.7904302790969, 20394.339199656617, 3997.0946172803074, 46255.739087358",Fermanagh and South Tyrone,1033.829576,"1,243"
N08000638,TEMPO,"LISBELLAW,BALLINAMALLARD,TRILLICK,MAGUIRESBRIDGE,BROOKEBOROUGH,FINTONA,FIVEMILETOWN",90477774,59726,"2,053",Fermanagh and South Tyrone,-7.45783151,54.39114603,0,"N08000920,N08000620,N08000638,N08000606,N08000626,N08000640,N08000601,N08000629","[5543.492100227678, 536.9531047763165, 0.0, 16408.433773364053, 10137.980055101705, 13199.754617444474, 9854.68132312388, 4046.1511991325146]","5543.492100227678, 536.9531047763165, 0.0, 16408.433773364053, 10137.980055101705, 13199.754617444474, 9854.68132312388, 4046.1511991325146",Fermanagh and South Tyrone,972.8249323,"1,080"
N08000606,BROOKEBOROUGH,"TEMPO,MAGUIRESBRIDGE,DONAGH,ROSSLEA,FIVEMILETOWN",123488212,77991,"1,856",Fermanagh and South Tyrone,-7.3331997,54.3348598,0.090280296,"N08000920,N08000638,N08000606,N08000613,N08000629,N08000634,out","[21348.259509745312, 16595.581386847698, 0.0, 13881.704400511271, 11424.294734565241, 7532.430406460144, 7208.729591762929]","21348.259509745312, 16595.581386847698, 0.0, 13881.704400511271, 11424.294734565241, 7532.430406460144, 7208.729591762929",Fermanagh and South Tyrone,864.6270135,991
N08000628,LISNASKEA,"MAGUIRESBRIDGE,DONAGH",5582997,11784,"1,855",Fermanagh and South Tyrone,-7.44883921,54.25448735,0,"N08000628,N08000613,N08000629","[0.0, 5323.971933409366, 6478.163372238444]","0.0, 5323.971933409366, 6478.163372238444",Fermanagh and South Tyrone,844.6720447,"1,010"
N08000626,LISBELLAW,"BALLINAMALLARD,CASTLECOOLE,TEMPO,MAGUIRESBRIDGE,BOHO CLEENISH and LETTERBREEN",52280009,43687,"2,196",Fermanagh and South Tyrone,-7.56488205,54.32547222,0,"N08000638,N08000626,N08000601,N08000608,N08000605,N08000629","[10258.116885253063, 0.0, 2495.8160249236553, 8532.526144159669, 8091.163861925837, 14311.401777012643]","10258.116885253063, 0.0, 2495.8160249236553, 8532.526144159669, 8091.163861925837, 14311.401777012643",Fermanagh and South Tyrone,1003.233405,"1,193"
N08000613,DONAGH,"MAGUIRESBRIDGE,LISNASKEA,NEWTOWNBUTLER,DERRYLIN,ROSSLEA,BROOKEBOROUGH",109052300,67221,"1,970",Fermanagh and South Tyrone,-7.40208309,54.2401529,0,"N08000606,N08000628,N08000613,N08000630,N08000612,N08000629,N08000634","[14116.470406996257, 5271.841481619323, 0.0, 16037.33481878349, 8396.34647781152, 10633.29381966953, 12774.569646649888]","14116.470406996257, 5271.841481619323, 0.0, 16037.33481878349, 8396.34647781152, 10633.29381966953, 12774.569646649888",Fermanagh and South Tyrone,869.5567288,"1,100"
N08000617,EDERNEY and KESH,"LISNARRICK,IRVINESTOWN,DERRYGONNELLY,BELLEEK and BOA,DRUMQUIN",75777949,48969,"2,064",Fermanagh and South Tyrone,-7.68607295,54.51427057,0.010403919,"N08000603,N08000616,N08000617,N08000624,N08000627,N08000611,out","[23383.823014450085, 3628.405077455072, 0.0, 12171.16638247594, 5446.636731100923, 3545.89808446032, 793.0706877928271]","23383.823014450085, 3628.405077455072, 0.0, 12171.16638247594, 5446.636731100923, 3545.89808446032, 793.0706877928271",Fermanagh and South Tyrone,966.7516975,"1,097"
N08000601,BALLINAMALLARD,"LISBELLAW,CASTLECOOLE,TEMPO,TRILLICK,LISNARRICK,IRVINESTOWN",38145200,39647,"2,124",Fermanagh and South Tyrone,-7.58112725,54.40642867,0,"N08000638,N08000626,N08000640,N08000601,N08000624,N08000627,N08000608","[10262.772621275135, 2568.730132176621, 7844.591938740694, 0.0, 3832.028423471555, 13507.186148539742, 1631.690747307457]","10262.772621275135, 2568.730132176621, 7844.591938740694, 0.0, 3832.028423471555, 13507.186148539742, 1631.690747307457",Fermanagh and South Tyrone,955.78112,"1,168"
N08000630,NEWTOWNBUTLER,"DONAGH,DERRYLIN,ROSSLEA",90653959,87585,"1,892",Fermanagh and South Tyrone,-7.34711097,54.16943136,0.709653195,"N08000613,N08000630,N08000612,N08000634,out","[15880.970990546692, 0.0, 5269.09932960923, 9373.833727931129, 57061.09596946516]","15880.970990546692, 0.0, 5269.09932960923, 9373.833727931129, 57061.09596946516",Fermanagh and South Tyrone,894.3391741,998
N08000624,IRVINESTOWN,"BALLINAMALLARD,TRILLICK,LISNARRICK,EDERNEY and KESH,DRUMQUIN",42273688,38207,"2,148",Fermanagh and South Tyrone,-7.62204598,54.47727585,0.002963554,"N08000616,N08000617,N08000640,N08000601,N08000624,N08000627,out","[1102.7560503619668, 12486.431070067103, 7705.437538583047, 3644.913583133478, 0.0, 13035.704209115818, 231.7575820745415]","1102.7560503619668, 12486.431070067103, 7705.437538583047, 3644.913583133478, 0.0, 13035.704209115818, 231.7575820745415",Fermanagh and South Tyrone,1009.61217,"1,138"
N08000627,LISNARRICK,"BALLINAMALLARD,CASTLECOOLE,IRVINESTOWN,PORTORA,ERNE,DERRYGONNELLY,EDERNEY and KESH",75351239,53029,"1,995",Fermanagh and South Tyrone,-7.67503303,54.43129714,0,"N08000617,N08000601,N08000624,N08000627,N08000608,N08000633,N08000618,N08000611","[5889.611925839916, 13541.773447289812, 13739.997120306492, 0.0, 1000.0784984542895, 683.9420814383933, 4971.896133945454, 13140.942343064164]","5889.611925839916, 13541.773447289812, 13739.997120306492, 0.0, 1000.0784984542895, 683.9420814383933, 4971.896133945454, 13140.942343064164",Fermanagh and South Tyrone,916.9049315,"1,078"
N08000608,CASTLECOOLE,"LISBELLAW,BALLINAMALLARD,BOHO CLEENISH and LETTERBREEN,LISNARRICK,PORTORA,ERNE",6617341,16391,"2,197",Fermanagh and South Tyrone,-7.60688531,54.34395833,0,"N08000626,N08000601,N08000627,N08000608,N08000633,N08000618,N08000605","[8582.132709867541, 1594.5918417111213, 974.8439896173792, 0.0, 2496.152194847792, 2321.1625653329743, 1318.8287412665902]","8582.132709867541, 1594.5918417111213, 974.8439896173792, 0.0, 2496.152194847792, 2321.1625653329743, 1318.8287412665902",Fermanagh and South Tyrone,1015.299629,"1,182"
N08000633,PORTORA,"CASTLECOOLE,BOHO CLEENISH and LETTERBREEN,LISNARRICK,ERNE,DERRYGONNELLY,ROSSORRY",4131498,14910,"2,176",Fermanagh and South Tyrone,-7.65478223,54.35073373,0,"N08000627,N08000608,N08000633,N08000618,N08000605,N08000611,N08000635","[685.953700839323, 2568.298576407407, 0.0, 5888.485635361989, 1371.4562947740772, 2642.161830866984, 5511.7112614192365]","685.953700839323, 2568.298576407407, 0.0, 5888.485635361989, 1371.4562947740772, 2642.161830866984, 5511.7112614192365",Fermanagh and South Tyrone,1023.430781,"1,153"
N08000618,ERNE,"CASTLECOOLE,LISNARRICK,PORTORA",3219121,9921,"2,465",Fermanagh and South Tyrone,-7.63807409,54.35314545,0,"N08000627,N08000608,N08000633,N08000618","[4678.112210127697, 2240.5421417211865, 5524.293313081085, 0.0]","4678.112210127697, 2240.5421417211865, 5524.293313081085, 0.0",Fermanagh and South Tyrone,1135.404818,"1,330"
N08000602,BELCOO and GARRISON,"FLORENCE COURT and KINAWLEY,BOHO CLEENISH and LETTERBREEN,DERRYGONNELLY,BELLEEK and BOA",202248536,104520,"2,072",Fermanagh and South Tyrone,-7.99656954,54.4115332,0.531737745,"N08000603,N08000602,N08000605,N08000611,N08000621,out","[21123.68484832344, 0.0, 9168.898905158212, 31556.945826878502, 1393.5786514414428, 41276.89179363832]","21123.68484832344, 0.0, 9168.898905158212, 31556.945826878502, 1393.5786514414428, 41276.89179363832",Fermanagh and South Tyrone,983.7783415,"1,088"
N08000605,BOHO CLEENISH and LETTERBREEN,"LISBELLAW,CASTLECOOLE,MAGUIRESBRIDGE,FLORENCE COURT and KINAWLEY,BELCOO and GARRISON,PORTORA,DERRYGONNELLY,ROSSORRY",139982393,82936,"2,349",Fermanagh and South Tyrone,-7.76734914,54.32857817,0.030789618,"N08000626,N08000608,N08000633,N08000602,N08000605,N08000611,N08000621,N08000629,N08000635,out","[7967.305152521407, 1291.1338268500206, 1304.9395052406653, 9291.049419244324, 0.0, 27338.35453903969, 25556.254463402438, 573.7878754806619, 7191.246384641828, 2421.9288646225355]","7967.305152521407, 1291.1338268500206, 1304.9395052406653, 9291.049419244324, 0.0, 27338.35453903969, 25556.254463402438, 573.7878754806619, 7191.246384641828, 2421.9288646225355",Fermanagh and South Tyrone,1099.234157,"1,250"
N08000611,DERRYGONNELLY,"BELCOO and GARRISON,BOHO CLEENISH and LETTERBREEN,LISNARRICK,PORTORA,ROSSORRY,EDERNEY and KESH,BELLEEK and BOA",160966365,83860,"2,042",Fermanagh and South Tyrone,-7.81561739,54.4146922,0,"N08000603,N08000617,N08000627,N08000633,N08000602,N08000605,N08000611,N08000635","[4260.101245276875, 3715.6625687116257, 12734.393310709518, 2552.9110668604676, 32472.10292697551, 27761.327926569877, 0.0, 380.88108260131827]","4260.101245276875, 3715.6625687116257, 12734.393310709518, 2552.9110668604676, 32472.10292697551, 27761.327926569877, 0.0, 380.88108260131827",Fermanagh and South Tyrone,942.5558527,"1,099"
N08000612,DERRYLIN,"MAGUIRESBRIDGE,DONAGH,NEWTOWNBUTLER,FLORENCE COURT and KINAWLEY",105639857,54995,"1,916",Fermanagh and South Tyrone,-7.54630697,54.17823821,0.310034947,"N08000613,N08000630,N08000612,N08000621,N08000629,out","[8308.623257544785, 5265.386370211667, 0.0, 12463.291447437821, 4046.2805140894347, 24911.41838695758]","8308.623257544785, 5265.386370211667, 0.0, 12463.291447437821, 4046.2805140894347, 24911.41838695758",Fermanagh and South Tyrone,902.7425255,"1,013"
N08000621,FLORENCE COURT and KINAWLEY,"MAGUIRESBRIDGE,DERRYLIN,BELCOO and GARRISON,BOHO CLEENISH and LETTERBREEN",163739155,80667,"2,125",Fermanagh and South Tyrone,-7.73179738,54.24488606,0.43765246,"N08000602,N08000605,N08000612,N08000621,N08000629,out","[1417.465638088081, 25652.557685916436, 12247.16298073755, 0.0, 6794.09529278398, 34555.71839770103]","1417.465638088081, 25652.557685916436, 12247.16298073755, 0.0, 6794.09529278398, 34555.71839770103",Fermanagh and South Tyrone,968.9857211,"1,156"
N08000629,MAGUIRESBRIDGE,"LISBELLAW,TEMPO,DONAGH,LISNASKEA,DERRYLIN,FLORENCE COURT and KINAWLEY,BROOKEBOROUGH,BOHO CLEENISH and LETTERBREEN",88692044,58644,"2,408",Fermanagh and South Tyrone,-7.50550619,54.28227757,0.001117175,"N08000638,N08000606,N08000628,N08000626,N08000613,N08000605,N08000612,N08000621,N08000629,out","[4127.089092676903, 11521.414264915353, 6361.675984374609, 14426.723222815723, 10545.347077690662, 587.4033758477502, 4055.1818634956453, 6929.202219196332, 0.0, 89.96287425092439]","4127.089092676903, 11521.414264915353, 6361.675984374609, 14426.723222815723, 10545.347077690662, 587.4033758477502, 4055.1818634956453, 6929.202219196332, 0.0, 89.96287425092439",Fermanagh and South Tyrone,1175.894955,"1,232"
N08000634,ROSSLEA,"DONAGH,NEWTOWNBUTLER,BROOKEBOROUGH",95413995,55930,"1,744",Fermanagh and South Tyrone,-7.23978296,54.24945867,0.32918759,"N08000606,N08000613,N08000630,N08000634,out","[7565.11935313425, 12616.63691328051, 9349.098084497135, 0.0, 26399.145628710452]","7565.11935313425, 12616.63691328051, 9349.098084497135, 0.0, 26399.145628710452",Fermanagh and South Tyrone,833.0021066,911
N08000635,ROSSORRY,"BOHO CLEENISH and LETTERBREEN,PORTORA,DERRYGONNELLY",5745489,15824,"1,767",Fermanagh and South Tyrone,-7.66496371,54.3405951,0.029985764,"N08000633,N08000605,N08000611,N08000635,out","[5470.694254004987, 7501.5627612894, 391.26330267151457, 0.0, 2460.4796951289236]","5470.694254004987, 7501.5627612894, 391.26330267151457, 0.0, 2460.4796951289236",Fermanagh and South Tyrone,825.9852126,941
N08000535,SKEOGE,"BALLYMAGROARTY,SPRINGTOWN,CARN HILL,GALLIAGH,SHANTALLOW EAST,CULMORE",6147918,13057,"2,779",Foyle,-7.33734794,55.03910016,0.045497308,"N08000535,N08000537,N08000532,N08000513,N08000503,N08000505,N08000521,out","[0.0, 699.6214176825794, 2028.8973363649106, 1091.1432063419281, 3655.425869116776, 388.02962826465233, 1671.6727636212465, 3522.2097725366666]","0.0, 699.6214176825794, 2028.8973363649106, 1091.1432063419281, 3655.425869116776, 388.02962826465233, 1671.6727636212465, 3522.2097725366666",Foyle,512.9311929,"2,266"
N08000537,SPRINGTOWN,"BALLYMAGROARTY,SKEOGE,FOYLE SPRINGS,CARN HILL,NORTHLAND,MADAM'S BANK",1650945,6677,"2,482",Foyle,-7.33603835,55.01801182,0,"N08000535,N08000537,N08000503,N08000505,N08000520,N08000526,N08000529","[713.9955338605777, 0.0, 2864.974288534353, 1414.3014036436546, 1604.7372827266934, 975.5690406031471, 463.02294107010084]","713.9955338605777, 0.0, 2864.974288534353, 1414.3014036436546, 1604.7372827266934, 975.5690406031471, 463.02294107010084",Foyle,431.5956615,"2,050"
N08000532,SHANTALLOW EAST,"SKEOGE,GALLIAGH,SHANTALLOW,MADAM'S BANK,CULMORE",1768152,6977,"3,033",Foyle,-7.30583643,55.0350634,0,"N08000535,N08000532,N08000513,N08000521,N08000526,N08000531","[2121.100436504255, 0.0, 3087.161871494249, 624.1601609628638, 0.0, 1204.4300600781423]","2121.100436504255, 0.0, 3087.161871494249, 624.1601609628638, 0.0, 1204.4300600781423",Foyle,592.6525403,"2,440"
N08000513,CULMORE,"SKEOGE,SHANTALLOW,MADAM'S BANK,SHANTALLOW EAST,CAW,ENAGH",8815417,21015,"2,951",Foyle,-7.27897985,55.04598318,0.138852708,"N08000535,N08000532,N08000513,N08000507,N08000518,N08000526,N08000531,out","[1165.8634360969445, 3155.180211908333, 0.0, 0.005873593493127872, 4232.4958367590725, 975.9575543903021, 0.0, 11485.497063044753]","1165.8634360969445, 3155.180211908333, 0.0, 0.005873593493127872, 4232.4958367590725, 975.9575543903021, 0.0, 11485.497063044753",Foyle,531.841618,"2,419"
N08000503,BALLYMAGROARTY,"SKEOGE,SPRINGTOWN,FOYLE SPRINGS,SHERIFF'S MOUNTAIN",5235396,10186,"2,613",Foyle,-7.36533997,55.02218436,0.006397657,"N08000535,N08000537,N08000503,N08000520,N08000533,out","[3704.440426694672, 2844.9390322713225, 0.0, 1067.3107725165355, 2067.3891060259634, 501.92066068818053]","3704.440426694672, 2844.9390322713225, 0.0, 1067.3107725165355, 2067.3891060259634, 501.92066068818053",Foyle,440.6736863,"2,172"
N08000504,BRANDYWELL,"CREGGAN SOUTH,CREGGAN,SHERIFF'S MOUNTAIN,CITY WALLS,VICTORIA",642995,4696,"2,566",Foyle,-7.33316041,54.99204708,0,"N08000504,N08000508,N08000511,N08000512,N08000533,N08000540","[0.0, 2093.3625785990534, 419.77235497087935, 1498.8984138521646, 442.11880952666075, 211.04559175678355]","0.0, 2093.3625785990534, 419.77235497087935, 1498.8984138521646, 442.11880952666075, 211.04559175678355",Foyle,451.268721,"2,115"
N08000505,CARN HILL,"SKEOGE,SPRINGTOWN,GALLIAGH,SHANTALLOW,MADAM'S BANK",1047141,4869,"2,323",Foyle,-7.32459373,55.02274633,0,"N08000535,N08000537,N08000505,N08000521,N08000526,N08000531","[401.13818935130075, 1432.6453532847938, 0.0, 1602.3446052928905, 422.0315699191507, 976.3322866504528]","401.13818935130075, 1432.6453532847938, 0.0, 1602.3446052928905, 422.0315699191507, 976.3322866504528",Foyle,404.5487859,"1,918"
N08000507,CAW,"MADAM'S BANK,EBRINGTON,CULMORE,LISNAGELVIN,ENAGH,KILFENNAN",1653450,7022,"2,788",Foyle,-7.28398265,55.00556593,0,"N08000513,N08000507,N08000516,N08000518,N08000524,N08000525,N08000526","[0.006115542949935421, 0.0, 1770.151622196047, 2312.512829130535, 1557.141182194909, 733.672961878774, 657.8169026781947]","0.006115542949935421, 0.0, 1770.151622196047, 2312.512829130535, 1557.141182194909, 733.672961878774, 657.8169026781947",Foyle,516.0334354,"2,272"
N08000508,CITY WALLS,"NORTHLAND,EBRINGTON,CREGGAN,BRANDYWELL,VICTORIA",1099775,5378,"2,392",Foyle,-7.32381527,54.99292582,0,"N08000504,N08000508,N08000511,N08000516,N08000529,N08000540","[2011.0847361202839, 0.0, 115.88212440468261, 479.6545805753143, 958.9365242237285, 1812.4420288199371]","2011.0847361202839, 0.0, 115.88212440468261, 479.6545805753143, 958.9365242237285, 1812.4420288199371",Foyle,458.9549292,"1,933"
N08000510,CLONDERMOT,"LISNAGELVIN,SLIEVEKIRK,DRUMAHOE,KILFENNAN,VICTORIA",2648719,8955,"2,672",Foyle,-7.30137829,54.97814488,0,"N08000510,N08000514,N08000524,N08000525,N08000536,N08000540","[0.0, 1997.5999298203428, 995.6851275347952, 0.0, 4447.712345321714, 3219.218277827916]","0.0, 1997.5999298203428, 995.6851275347952, 0.0, 4447.712345321714, 3219.218277827916",Foyle,487.0634538,"2,185"
